step,epoch,loss,eval_loss,eval_rmse_mean,eval_corr_woman,eval_mae_man,eval_runtime,eval_rmse_man,eval_rmse_nonbinary,eval_mae_nonbinary,eval_corr_mean,eval_mse_man,eval_steps_per_second,eval_corr_man,eval_mse_woman,eval_corr_nonbinary,eval_mse_nonbinary,eval_mae_woman,eval_samples_per_second,eval_rmse_woman,eval_mae_mean,eval_mse_mean,grad_norm,learning_rate
265,3.1927710843373496,0.0097,,,,,,,,,,,,,,,,,,,,,1.9270730018615723,9.624746605435373e-05
270,3.253012048192771,0.0103,,,,,,,,,,,,,,,,,,,,,3.489982843399048,9.597638862757255e-05
275,3.3132530120481927,0.0129,,,,,,,,,,,,,,,,,,,,,0.4941461980342865,9.569626780694611e-05
280,3.3734939759036147,0.0114,0.016638563945889473,0.7737353444099426,0.7971215954721472,0.7799013257026672,4.1045,0.9675147533416748,0.5487357378005981,0.4383794367313385,0.683181773616012,0.9360848069190979,8.771,0.6832643971413709,0.558803379535675,0.5649857422898422,0.3011108934879303,0.6147404313087463,68.705,0.747531533241272,0.6110070943832397,0.5986663699150085,1.1820025444030762,9.540715869125407e-05
285,3.433734939759036,0.0091,,,,,,,,,,,,,,,,,,,,,1.3774632215499878,9.510911814724207e-05
290,3.4939759036144578,0.0076,,,,,,,,,,,,,,,,,,,,,1.337531328201294,9.480220479843627e-05
295,3.5542168674698793,0.0094,,,,,,,,,,,,,,,,,,,,,0.6731600165367126,9.448647901361228e-05
300,3.6144578313253013,0.008,,,,,,,,,,,,,,,,,,,,,1.7901860475540161,9.416200289492091e-05
305,3.674698795180723,0.0075,,,,,,,,,,,,,,,,,,,,,0.5136897563934326,9.382884026567285e-05
310,3.734939759036145,0.0069,,,,,,,,,,,,,,,,,,,,,0.32309332489967346,9.348705665778478e-05
315,3.7951807228915664,0.008,,,,,,,,,,,,,,,,,,,,,0.5591949820518494,9.31367192988896e-05
320,3.855421686746988,0.0161,0.011966165155172348,0.6561867594718933,0.7992464814542406,0.5629002451896667,4.239,0.7182973027229309,0.5495097637176514,0.4325874447822571,0.752309336583174,0.5159509778022766,8.493,0.7323087162683786,0.4738311767578125,0.5709968422437242,0.3019609749317169,0.5664401650428772,66.525,0.688353955745697,0.5206426382064819,0.43058106303215027,1.3378578424453735,9.277789709911291e-05
325,3.9156626506024095,0.0125,,,,,,,,,,,,,,,,,,,,,2.001336097717285,9.241066063751868e-05
330,3.9759036144578315,0.0132,,,,,,,,,,,,,,,,,,,,,0.8244408965110779,9.203508214822652e-05
335,4.036144578313253,0.0075,,,,,,,,,,,,,,,,,,,,,1.4153956174850464,9.165123550620356e-05
340,4.096385542168675,0.0044,,,,,,,,,,,,,,,,,,,,,0.5322859883308411,9.125919621273348e-05
345,4.156626506024097,0.0062,,,,,,,,,,,,,,,,,,,,,0.6454918384552002,9.085904138056566e-05
350,4.216867469879518,0.0083,,,,,,,,,,,,,,,,,,,,,0.8927226066589355,9.045084971874738e-05
355,4.27710843373494,0.0049,,,,,,,,,,,,,,,,,,,,,0.577858567237854,9.003470151714202e-05
360,4.337349397590361,0.0065,0.011087698861956596,0.6314671635627747,0.8066778137138982,0.5595211982727051,4.1931,0.6956080794334412,0.5344117283821106,0.422311931848526,0.7648268616524457,0.48387056589126587,8.586,0.7189641434518473,0.42678600549697876,0.5928468826089298,0.2855958640575409,0.5278778672218323,67.254,0.6532886028289795,0.5032370090484619,0.39875081181526184,0.5088905692100525,8.961067863063638e-05
365,4.397590361445783,0.0047,,,,,,,,,,,,,,,,,,,,,0.2944302260875702,8.917886446304e-05
370,4.457831325301205,0.0095,,,,,,,,,,,,,,,,,,,,,0.678499162197113,8.873934395068005e-05
375,4.518072289156627,0.0066,,,,,,,,,,,,,,,,,,,,,0.23849882185459137,8.829220354569457e-05
380,4.578313253012048,0.0052,,,,,,,,,,,,,,,,,,,,,1.9239333868026733,8.783753119902766e-05
385,4.63855421686747,0.0078,,,,,,,,,,,,,,,,,,,,,1.0255227088928223,8.737541634312985e-05
390,4.698795180722891,0.005,,,,,,,,,,,,,,,,,,,,,0.5453445315361023,8.690594987436704e-05
395,4.759036144578313,0.005,,,,,,,,,,,,,,,,,,,,,0.642344057559967,8.642922413514151e-05
400,4.8192771084337345,0.0036,0.011690783314406872,0.6484573483467102,0.8099805292755016,0.5566397309303284,4.7633,0.7014642357826233,0.5784696936607361,0.4509935975074768,0.7500639793688829,0.4920520782470703,7.558,0.7464321568731794,0.4348115622997284,0.6100998704786352,0.3346271812915802,0.5192077159881592,59.203,0.6594024300575256,0.5089470744132996,0.42049694061279297,0.42631223797798157,8.594533289572853e-05
405,4.879518072289157,0.0047,,,,,,,,,,,,,,,,,,,,,0.5451548099517822,8.545437133583196e-05
410,4.9397590361445785,0.0061,,,,,,,,,,,,,,,,,,,,,1.1659574508666992,8.495643602586287e-05
415,5.0,0.0058,,,,,,,,,,,,,,,,,,,,,0.32790783047676086,8.445162490794446e-05
420,5.0602409638554215,0.0038,,,,,,,,,,,,,,,,,,,,,0.21665997803211212,8.39400372766471e-05
425,5.120481927710843,0.003,,,,,,,,,,,,,,,,,,,,,0.732695996761322,8.34217737594575e-05
430,5.180722891566265,0.0022,,,,,,,,,,,,,,,,,,,,,0.19039660692214966,8.289693629698564e-05
435,5.240963855421687,0.0033,,,,,,,,,,,,,,,,,,,,,0.6686749458312988,8.236562812291342e-05
440,5.301204819277109,0.0032,0.011482895351946354,0.6426518559455872,0.7998237729496223,0.5452362895011902,4.4392,0.6854302883148193,0.5592831373214722,0.4303668737411499,0.7564320701798237,0.4698147177696228,8.109,0.7487799829383367,0.456391841173172,0.5874801533160547,0.3127976357936859,0.5249980688095093,63.524,0.6755678057670593,0.5002003908157349,0.4130013883113861,0.4863377809524536,8.182795374368893e-05
445,5.36144578313253,0.0038,,,,,,,,,,,,,,,,,,,,,0.14281275868415833,8.12840189179704e-05
450,5.421686746987952,0.0028,,,,,,,,,,,,,,,,,,,,,0.4387331008911133,8.073393063582386e-05
455,5.481927710843373,0.0033,,,,,,,,,,,,,,,,,,,,,0.31181544065475464,8.017779709767858e-05
460,5.542168674698795,0.0029,,,,,,,,,,,,,,,,,,,,,0.32536429166793823,7.961572769304437e-05
465,5.602409638554217,0.0053,,,,,,,,,,,,,,,,,,,,,1.0488619804382324,7.904783297899514e-05
470,5.662650602409639,0.0022,,,,,,,,,,,,,,,,,,,,,0.6229034662246704,7.84742246584226e-05
475,5.72289156626506,0.0042,,,,,,,,,,,,,,,,,,,,,0.7402464151382446,7.789501555806484e-05
480,5.783132530120482,0.0067,0.011323662474751472,0.6382206082344055,0.7893549468502389,0.5452694296836853,4.4787,0.6796908378601074,0.5328473448753357,0.413156658411026,0.7581394065110634,0.4619796574115753,8.038,0.7463271856187457,0.47607073187828064,0.6051809949305206,0.2839262783527374,0.5392009019851685,62.964,0.6899787783622742,0.49920904636383057,0.40732553601264954,2.221632242202759,7.731031960631355e-05
